route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
29,29-Saturday-1-21FAL-0000010,2734392,Out of Service,1,305177,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734393,Out of Service,1,305132,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734394,Out of Service,1,305135,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734395,Out of Service,1,305136,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734396,Out of Service,1,305133,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734397,Out of Service,1,305131,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734398,Out of Service,1,305134,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734399,Out of Service,1,305159,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734400,Out of Service,1,305160,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734401,Out of Service,1,305177,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734402,Out of Service,1,305132,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734403,Out of Service,1,305135,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734404,Out of Service,1,305136,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734405,Out of Service,1,305133,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734406,Out of Service,1,305131,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734407,Out of Service,1,305134,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734408,Out of Service,1,305159,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734409,Out of Service,1,305160,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734410,Out of Service,1,305177,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734411,Out of Service,1,305132,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734412,Out of Service,1,305135,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734413,Out of Service,1,305136,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734414,Out of Service,1,305133,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734415,Out of Service,1,305131,290011,1,1
29,29-Saturday-1-21FAL-0000010,2734416,Out of Service,1,305134,290011,1,1
